,股票代號,公司名稱,上市日期,股價,SMA 10,SMA 50,SMA 100,SMA 250,RSI 10,RSI 14,RSI 20,MACD 8/17,MACD 12/25,成交量
0,02996.HK,中國國家文,2020/05/21,0.068,0.073,0.165,0.217,0.263,30.454,27.273,25.714,-0.018,-0.028,5.15萬
0,02996.HK,中國國家文,2020/05/21,0.068,0.073,0.165,0.217,0.263,30.454,27.273,25.714,-0.018,-0.028,5.15萬
0,02996.HK,中國國家文,2020/05/21,0.068,0.073,0.165,0.217,0.263,30.454,27.273,25.714,-0.018,-0.028,5.15萬
0,02996.HK,中國國家文,2020/05/21,0.068,0.073,0.165,0.217,0.263,30.454,27.273,25.714,-0.018,-0.028,5.15萬
0,03300.HK,中國玻璃,2005/06/23,0.45,0.451,0.393,0.364,0.405,52.748,55.967,58.057,0.002,0.013,6.80萬
0,03301.HK,融信中國,2016/01/13,6.92,7.216,7.49,7.897,8.939,38.608,40.429,41.895,-0.122,-0.127,1.18百萬
0,03302.HK,光控精技,2018/07/18,480.0,0.473,0.578,0.561,0.67,42.808,42.401,42.941,-0.029,-0.033,0.00
0,03303.HK,巨濤海洋石,2006/09/21,0.53,0.516,0.466,0.528,0.642,63.229,61.527,58.392,0.026,0.024,73.40萬
0,03306.HK,江南布衣,2016/10/31,7.87,7.687,6.972,7.565,10.209,61.5,60.186,57.81,0.264,0.274,78.57萬
0,03308.HK,金鷹商貿集,2006/03/21,7.55,7.315,7.452,7.768,8.38,65.334,59.455,54.4,0.006,-0.021,3.35百萬
0,03309.HK,希瑪眼科,2018/01/15,6.84,7.168,5.09,4.795,4.896,58.313,62.696,64.822,0.327,0.574,5.08百萬
0,03311.HK,中國建築國,2005/07/08,4.87,5.112,5.647,5.901,6.714,37.25,38.127,39.384,-0.131,-0.175,7.38百萬
0,03313.HK,雅高控股,2013/12/30,0.12,0.121,0.109,0.142,2.318,50.448,50.738,46.424,0.001,0.002,1.46千萬
0,03315.HK,金邦達寶嘉,2013/12/04,1.42,1.432,1.392,1.44,1.602,53.465,54.061,53.131,0.008,0.011,33.20萬
0,03316.HK,濱江服務,2019/03/15,13.16,12.962,11.766,11.32,8.649,59.222,58.947,58.395,0.272,0.368,16.70萬
0,03318.HK,中國波頓,2005/12/09,1.25,1.191,1.228,1.394,1.755,53.365,52.111,50.793,0.021,0.004,9.00萬
0,03319.HK,雅生活服務,2018/02/09,42.0,41.495,40.622,36.592,26.488,52.447,52.51,53.25,-0.13,0.126,3.36百萬
0,03320.HK,華潤醫藥,2016/10/28,4.5,4.555,4.608,5.456,6.825,49.159,48.103,46.477,-0.017,-0.037,6.03百萬
0,03321.HK,偉鴻集團控,2019/04/23,1.41,1.393,1.364,1.109,1.044,58.301,58.083,59.32,0.006,0.014,76.50萬
0,03322.HK,永嘉集團,2006/09/06,295.0,0.297,0.312,0.375,0.523,45.698,45.086,43.901,-0.002,-0.005,1.50百萬
0,03323.HK,中國建材,2006/03/23,8.77,8.908,9.188,8.832,7.89,43.842,44.658,46.202,-0.117,-0.122,2.45千萬
0,03326.HK,保發集團,2016/01/04,0.395,0.416,0.436,0.531,0.614,45.278,45.28,44.756,-0.006,-0.01,6.00千
0,03328.HK,交通銀行,2005/06/23,4.79,4.863,4.787,4.874,5.226,47.383,48.654,49.157,-0.001,0.009,1.94千萬
0,03329.HK,交銀國際,2017/05/19,1.0,1.024,1.025,1.049,1.143,39.143,42.068,44.129,-0.004,-0.003,53.90萬
0,03330.HK,靈寶黃金,2006/01/12,860.0,0.884,0.96,1.076,1.228,30.471,32.364,34.707,-0.016,-0.025,41.80萬
0,03331.HK,維達國際,2007/07/10,25.2,24.48,22.672,20.843,16.937,65.252,63.297,62.018,0.42,0.565,2.08百萬
0,03332.HK,中生聯合,2014/01/15,130.0,0.127,0.161,0.197,0.287,45.666,43.312,42.115,-0.004,-0.009,0.00
0,03333.HK,中國恆大,2009/11/05,19.7,18.592,15.428,15.934,18.12,75.762,73.49,69.702,0.862,1.056,1.93千萬
0,03335.HK,ＤＢＡ電訊,2006/05/11,30.0,3.507,4.418,4.757,4.73,2.445,4.872,8.375,-0.582,-0.511,0.00
0,03336.HK,巨騰國際,2005/11/03,2.7,2.584,2.196,1.936,1.896,69.333,68.84,68.131,0.082,0.115,3.25百萬
0,03337.HK,安東油田服,2007/12/14,0.45,0.457,0.473,0.576,0.735,48.524,47.726,45.992,0.001,-0.003,5.05百萬
0,03339.HK,中國龍工,2005/11/17,350.0,2.417,2.554,2.358,2.225,32.041,36.51,41.05,-0.062,-0.059,9.66百萬
0,03344.HK,共享集團,2005/10/05,10.0,0.01,0.019,0.038,0.085,17.163,22.246,26.718,-0.003,-0.002,6.60萬
0,03348.HK,中國鵬飛集,-,-,-,-,-,-,-,-,-,-,-,69.00萬
0,03358.HK,榮威國際,2017/11/16,1.58,1.529,1.723,2.167,2.882,52.598,47.696,43.905,-0.016,-0.056,9.00千
0,03360.HK,遠東宏信,2011/03/30,6.92,6.944,6.453,6.547,6.977,56.293,57.549,57.354,0.073,0.129,1.28百萬
0,03363.HK,正業國際,2011/06/03,700.0,0.685,0.748,0.868,1.328,50.163,47.239,44.862,-0.005,-0.014,0.00
0,03366.HK,華僑城（亞,2005/11/02,1.72,1.694,1.734,2.035,2.374,55.783,53.293,49.576,0.032,0.007,16.60萬
0,03368.HK,百盛集團,2005/11/30,0.465,0.386,0.381,0.453,0.563,77.66,71.243,64.475,0.021,0.013,64.85萬
0,03369.HK,秦港股份,2013/12/12,1.2,1.282,1.258,1.297,1.404,34.816,38.647,41.56,0.001,0.004,30.50萬
0,03377.HK,遠洋集團,2007/09/28,1.9,1.918,1.939,2.326,2.724,49.205,48.041,45.819,0.002,-0.01,3.18百萬
0,03378.HK,廈門港務,2005/12/19,0.64,0.625,0.658,0.773,0.934,53.607,50.528,47.503,-0.002,-0.01,82.40萬
0,03380.HK,龍光地產,2013/12/20,13.14,12.942,12.206,12.349,12.103,63.054,61.248,58.657,0.267,0.295,4.21百萬
0,03382.HK,天津港發展,2006/05/24,0.54,0.528,0.511,0.58,0.681,63.215,59.957,55.68,0.009,0.007,38.40萬
0,03383.HK,雅居樂集團,2005/12/15,9.03,9.01,8.495,9.386,10.068,59.17,57.75,55.108,0.163,0.16,4.73百萬
0,03389.HK,亨得利,2005/09/26,0.32,0.316,0.307,0.303,0.34,58.544,56.719,55.247,0.002,0.002,2.02千萬
0,03390.HK,滿貫集團,-,-,-,-,-,-,-,-,-,-,-,1.21百萬
0,03393.HK,威勝控股,2005/12/19,2.69,2.738,2.623,2.828,3.098,50.647,51.153,50.58,0.02,0.024,1.51百萬
0,03395.HK,PERST,2017/03/10,400.0,0.442,0.568,0.531,0.956,23.432,27.654,33.076,-0.048,-0.044,6.00千
0,03396.HK,聯想控股,2015/06/29,8.95,9.568,9.216,11.187,14.886,35.093,39.857,41.644,-0.04,0.001,4.68百萬
0,03398.HK,華鼎控股,2005/12/15,290.0,0.291,0.303,0.314,0.318,46.464,45.91,45.586,-0.001,-0.003,1.48百萬
0,03399.HK,粵運交通,2005/10/26,1.95,1.93,1.988,2.22,2.559,54.302,51.642,48.814,0.002,-0.013,15.35萬
0,03600.HK,現代牙科,2015/12/15,1.45,1.447,1.326,1.339,1.385,55.432,55.969,55.885,0.014,0.027,12.10萬
0,03601.HK,魯大師,-,-,-,-,-,-,-,-,-,-,-,35.50萬
0,03603.HK,信基沙溪,-,-,-,-,-,-,-,-,-,-,-,1.65百萬
0,03606.HK,福耀玻璃,2015/03/31,18.7,18.896,17.479,19.342,21.593,55.181,55.665,54.371,0.24,0.331,2.80百萬
0,03608.HK,永盛新材料,2013/11/27,2.15,2.072,1.961,1.967,2.052,67.427,66.119,64.353,0.045,0.046,47.75萬
0,03613.HK,同仁堂國藥,2018/05/29,10.8,10.624,10.527,11.608,11.629,58.7,55.798,52.815,0.12,0.064,3.34百萬
0,03616.HK,恆達集團控,2018/11/12,0.97,0.927,0.93,0.964,0.982,68.417,63.92,59.453,0.015,0.008,5.80萬
0,03618.HK,重慶農村商,2010/12/16,3.13,3.099,3.163,3.315,3.767,51.868,49.813,48.321,-0.013,-0.025,5.33百萬
0,03623.HK,中國金融發,2013/11/13,1.0,0.965,0.814,0.778,0.745,73.214,70.73,67.788,0.032,0.045,19.80萬
0,03628.HK,仁恆實業控,2011/11/18,0.108,0.105,0.177,0.23,0.379,42.34,41.527,41.672,-0.01,-0.019,0.00
0,03633.HK,中裕燃氣,2001/06/05,7.44,7.435,6.708,6.609,7.195,64.444,65.419,65.249,0.119,0.186,70.80萬
0,03636.HK,保利文化,2014/03/06,4.29,4.101,3.744,4.268,5.497,63.14,61.102,58.153,0.204,0.173,5.34萬
0,03638.HK,華邦金融,2013/09/09,0.255,0.26,0.295,0.352,0.423,46.089,45.363,44.471,-0.004,-0.009,2.16百萬
0,03639.HK,億達中國,2014/06/27,160.0,2.032,2.429,2.422,2.489,51.447,48.502,46.814,-0.033,-0.089,0.00
0,03662.HK,奧園健康,2019/03/18,8.44,8.679,8.116,7.579,6.218,46.073,48.47,50.615,-0.089,0.027,4.90百萬
0,03663.HK,協眾國際控,2012/06/18,0.86,0.866,1.24,1.525,1.588,38.584,36.907,36.294,-0.071,-0.114,0.00
0,03666.HK,國際天食,2012/07/04,0.092,0.098,0.113,0.132,0.185,42.777,43.574,43.807,-0.002,-0.004,75.60萬
0,03668.HK,兗煤澳大利,-,-,-,-,-,-,-,-,-,-,-,0.00
0,03669.HK,永達汽車,2012/07/12,8.5,8.384,7.514,7.47,7.072,57.926,58.461,58.441,0.114,0.216,1.44千萬
0,03678.HK,弘業期貨,2015/12/30,0.81,0.747,0.838,0.996,1.146,60.873,54.901,49.993,0.007,-0.013,2.90萬
0,03680.HK,索信達控股,-,-,-,-,-,-,-,-,-,-,-,58.20萬
0,03681.HK,中國抗體－,-,-,-,-,-,-,-,-,-,-,-,56.79萬
0,03683.HK,榮豐聯合控,2010/10/11,0.98,0.984,1.025,1.072,1.366,42.432,41.518,41.074,-0.006,-0.012,58.00萬
0,03686.HK,祈福生活服,2016/11/08,0.6,0.587,0.543,0.558,0.579,57.833,57.588,56.47,0.024,0.022,85.00萬
0,03688.HK,萊蒙國際,2011/03/23,1.18,1.149,1.096,1.173,1.424,57.586,55.972,54.334,0.004,0.007,21.50萬
0,03689.HK,康華醫療,2016/11/08,2.81,2.974,3.391,4.015,4.966,31.414,32.191,33.277,-0.077,-0.124,2.00萬
0,03690.HK,美團點評－,2018/09/20,172.0,160.65,121.895,109.121,93.926,71.325,71.159,70.561,9.213,12.371,4.07千萬
0,03692.HK,翰森製藥,2019/06/14,37.4,36.44,31.746,29.648,26.168,75.981,74.364,71.955,1.041,1.427,2.55百萬
0,03698.HK,徽商銀行,2013/11/12,710.0,2.702,2.756,2.815,2.945,46.047,44.505,44.326,-0.007,-0.014,26.74萬
0,03699.HK,光大永年,2018/01/16,0.67,0.576,0.515,0.504,0.624,79.614,74.7,69.958,0.029,0.029,15.40萬
0,03700.HK,映客,2018/07/12,1.03,1.024,1.039,1.116,1.184,50.137,49.177,48.505,-0.012,-0.011,1.55千萬
0,03708.HK,日成控股,2015/01/14,0.145,0.167,0.188,0.227,0.178,33.43,36.788,39.4,-0.008,-0.01,12.00萬
0,03709.HK,贏家時尚,2014/06/27,8.37,8.179,7.905,7.84,8.473,67.421,61.5,57.591,0.092,0.103,1.56百萬
0,03718.HK,北控城市資,-,-,-,-,-,-,-,-,-,-,-,6.00千萬
0,03728.HK,正利控股,2016/03/29,0.187,0.191,0.199,0.214,0.219,43.527,43.856,43.908,-0.002,-0.002,18.00萬
0,03737.HK,中智藥業,2015/07/13,1.17,1.159,1.154,1.163,1.224,55.306,53.828,52.52,0.008,0.004,9.20萬
0,03738.HK,阜博集團,2018/01/04,2.09,2.132,2.047,2.075,2.286,52.147,52.354,51.846,0.023,0.026,3.39千萬
0,03759.HK,康龍化成,-,-,-,-,-,-,-,-,-,-,-,1.50百萬
0,03768.HK,滇池水務,2017/04/06,1.92,1.923,1.861,2.001,2.145,55.479,55.035,53.069,0.022,0.02,22.50萬
0,03773.HK,年年卡,2016/01/07,0.24,0.239,0.278,0.377,0.621,41.319,39.154,37.815,-0.007,-0.012,8.20萬
0,03778.HK,中國織材控,2011/12/22,0.275,0.252,0.328,0.369,0.406,51.134,45.099,42.023,-0.008,-0.018,2.00萬
0,03788.HK,中國罕王,2011/09/30,1.66,1.61,1.715,1.826,1.576,52.624,49.969,48.63,-0.027,-0.033,2.25百萬
0,03789.HK,御佳控股,-,-,-,-,-,-,-,-,-,-,-,10.80萬
0,03798.HK,家鄉互動,-,-,-,-,-,-,-,-,-,-,-,42.20萬
0,03799.HK,達利食品,2015/11/20,4.73,4.872,4.682,4.955,5.015,46.163,48.526,49.099,0.05,0.058,5.77百萬
0,03800.HK,保利協鑫能,2007/11/13,0.245,0.249,0.234,0.284,0.319,51.675,51.782,50.621,0.004,0.004,1.74億
0,03808.HK,中國重汽,2007/11/28,19.58,19.725,17.229,15.768,14.164,55.856,57.956,59.318,0.306,0.621,2.61百萬
0,03813.HK,寶勝國際,2008/06/06,820.0,1.818,1.608,1.792,2.166,63.79,62.058,58.764,0.074,0.077,3.34百萬
0,03816.HK,ＫＦＭ金德,2012/10/15,235.0,0.243,0.324,0.365,0.466,26.774,28.352,30.772,-0.018,-0.026,0.00
0,03818.HK,中國動向,2007/10/10,690.0,0.672,0.651,0.706,0.799,61.523,59.439,56.322,0.015,0.012,7.49百萬
0,03822.HK,三和建築集,2014/10/16,100.0,0.1,0.103,0.115,0.141,47.461,47.742,47.668,-0.001,-0.001,16.00萬
0,03828.HK,明輝國際,2007/11/02,710.0,0.731,0.762,0.786,0.849,36.404,38.952,41.059,-0.01,-0.007,15.40萬
0,03830.HK,童園國際,-,-,-,-,-,-,-,-,-,-,-,40.50萬
0,03833.HK,新疆新鑫礦,-,-,-,-,-,-,-,-,-,-,-,3.18百萬
0,03836.HK,和諧汽車,2013/06/13,3.47,3.599,3.552,3.632,3.171,42.987,44.889,46.519,-0.041,-0.016,1.46百萬
0,03838.HK,中國澱粉,2007/09/27,111.0,0.108,0.117,0.128,0.139,49.926,47.188,45.431,-0.001,-0.003,1.08百萬
0,03839.HK,正大企業國,2015/07/03,190.0,1.192,1.383,1.469,1.681,42.272,42.405,42.99,-0.035,-0.055,100.00
0,03848.HK,富道集團,2017/07/21,610.0,6.614,6.619,6.557,6.592,49.61,50.038,50.446,0.002,0.002,14.10萬
0,03860.HK,尚捷集團控,2017/05/31,500.0,0.513,0.525,0.541,0.537,39.759,41.417,42.746,-0.004,-0.004,0.00
0,03866.HK,青島銀行,2015/12/03,5.02,5.063,5.286,5.815,6.324,43.132,43.465,43.46,-0.051,-0.077,5.00千
0,03868.HK,信義能源,2019/05/28,2.24,2.222,2.209,2.216,2.138,52.921,52.148,51.576,0.007,0.005,95.19萬
0,03869.HK,弘和仁愛醫,2017/03/16,0.46,11.476,13.679,16.091,15.088,39.175,37.024,36.011,-0.203,-0.522,0.00
0,03877.HK,中國船舶租,2019/06/17,1.02,1.006,1.012,1.084,1.116,59.706,56.169,52.211,0.009,0.003,7.40萬
0,03878.HK,VICON,2017/12/22,0.4,0.382,0.46,2.48,2.497,50.337,39.162,30.237,-0.004,-0.074,1.49百萬
0,03882.HK,天彩控股,2015/07/02,0.249,0.243,0.235,0.263,0.313,53.995,52.553,51.358,-0.001,-0.001,46.60萬
0,03883.HK,中國奧園,2007/10/09,8.53,8.718,8.831,9.605,10.233,46.609,46.702,46.489,-0.084,-0.085,5.39百萬
0,03886.HK,康健國際醫,2000/10/18,688.0,0.688,0.744,0.704,0.981,39.875,41.596,43.887,-0.018,-0.022,0.00
0,03888.HK,金山軟件,2007/10/09,28.4,26.155,26.488,25.841,21.033,66.803,61.224,57.708,0.218,0.043,2.05千萬
0,03889.HK,大成糖業,2007/09/20,0.1,0.085,0.068,0.078,0.101,66.987,64.844,62.052,0.008,0.008,13.00萬
0,03893.HK,易緯集團,-,-,-,-,-,-,-,-,-,-,-,3.38百萬
0,03898.HK,中車時代電,2006/12/20,21.95,22.195,23.052,24.727,29.408,47.412,46.733,46.166,-0.12,-0.283,1.69百萬
0,03899.HK,中集安瑞科,2006/07/20,3.35,3.344,3.447,3.657,4.428,49.716,48.692,47.937,-0.023,-0.035,53.80萬
0,03900.HK,綠城中國,2006/07/13,8.43,8.379,7.876,8.611,7.8,56.239,55.763,54.221,0.144,0.156,4.84百萬
0,03903.HK,瀚華金控,2014/06/19,295.0,0.304,0.332,0.368,0.488,39.056,41.065,42.331,-0.01,-0.011,1.40萬
0,03908.HK,中金公司,2015/11/09,14.0,14.184,12.469,13.286,14.205,59.084,59.796,58.556,0.322,0.461,3.68百萬
0,03918.HK,金界控股,2006/10/19,9.98,10.257,9.459,9.933,11.375,51.26,52.514,52.507,0.153,0.213,1.76百萬
0,03919.HK,金力集團,2015/06/05,0.315,0.33,0.339,0.361,0.439,41.896,43.507,44.915,-0.006,-0.006,9.60萬
0,03928.HK,S&T H,-,-,-,-,-,-,-,-,-,-,-,2.00千
0,03933.HK,聯邦制藥,2007/06/15,8.2,7.659,7.099,6.29,5.272,79.851,74.555,69.802,0.324,0.317,5.41百萬
0,03938.HK,ＬＦＧ投資,-,-,-,-,-,-,-,-,-,-,-,1.40萬
0,03939.HK,萬國國際礦,2012/07/10,1.68,1.756,1.709,1.62,1.667,30.685,38.051,43.911,-0.013,0.002,21.40萬
0,03948.HK,伊泰煤炭,2012/07/12,5.13,5.333,5.333,5.337,5.568,37.663,40.64,43.253,-0.052,-0.028,4.77萬
0,03958.HK,東方證券,2016/07/08,940.0,3.99,3.955,4.189,4.536,48.932,49.334,48.669,0.015,0.012,86.40萬
0,03963.HK,融眾金融,2016/01/28,360.0,0.306,0.361,0.404,0.555,60.558,55.583,52.275,0.011,-0.005,0.00
0,03966.HK,中國寶豐國,2012/07/20,550.0,1.691,1.884,2.259,2.771,38.818,39.926,40.502,-0.058,-0.082,0.00
0,03968.HK,招商銀行,2006/09/22,36.65,37.8,36.103,36.543,37.663,44.489,47.792,49.646,0.036,0.278,9.72百萬
0,03969.HK,中國通號,2015/08/07,3.33,3.562,3.651,3.777,4.43,31.184,35.45,38.739,-0.027,-0.032,2.40百萬
0,03978.HK,卓越教育集,2018/12/27,3.58,3.716,3.669,3.77,3.073,38.315,41.782,44.701,-0.077,-0.04,66.80萬
0,03983.HK,中海石油化,2006/09/29,1.18,1.221,1.172,1.322,1.737,47.045,48.252,48.388,0.002,0.009,3.48百萬
0,03988.HK,中國銀行,2006/06/01,2.89,2.931,2.915,2.99,3.105,46.188,47.271,47.528,0.001,0.002,2.00億
0,03989.HK,首創環境,2006/07/13,0.107,0.107,0.108,0.119,0.157,49.185,48.481,47.551,-0.001,-0.001,2.05百萬
0,03990.HK,美的置業,2018/10/11,19.4,20.945,19.487,20.476,20.547,42.595,46.183,47.876,0.384,0.47,1.80百萬
0,03991.HK,長虹佳華,2000/01/24,0.74,0.731,0.799,0.792,0.652,48.451,48.012,47.784,-0.01,-0.013,0.00
0,03992.HK,創毅控股,2018/12/11,0.87,0.871,0.919,0.936,0.944,45.526,45.774,46.268,-0.008,-0.013,18.80萬
0,03993.HK,洛陽鉬業,2007/04/26,2.63,2.56,2.401,2.67,2.634,62.491,60.846,57.782,0.044,0.048,8.32千萬
0,03996.HK,中國能源建,2015/12/10,0.75,0.764,0.783,0.833,0.844,44.115,44.999,45.553,-0.004,-0.006,32.40萬
0,03997.HK,電訊首科,2013/05/30,20.0,1.209,1.313,2.14,2.448,31.286,34.427,35.624,-0.094,-0.093,0.00
0,03998.HK,波司登,2007/10/11,2.02,2.096,2.056,2.177,2.74,42.808,45.252,46.717,-0.007,-0.003,1.58千萬
0,03999.HK,大成食品,2007/10/04,800.0,0.776,0.644,0.629,0.541,82.359,80.104,75.401,0.028,0.039,47.10萬
0,04332.HK,AMGEN,-,-,-,-,-,-,-,-,-,-,-,0.00
0,04333.HK,思科－Ｔ,-,-,-,-,-,-,-,-,-,-,-,0.00
0,04335.HK,英特爾－Ｔ,-,-,-,-,-,-,-,-,-,-,-,0.00
0,04336.HK,應用材料－,-,-,-,-,-,-,-,-,-,-,-,0.00
0,04337.HK,星巴克－Ｔ,-,-,-,-,-,-,-,-,-,-,-,0.00
0,04338.HK,微軟－Ｔ,-,-,-,-,-,-,-,-,-,-,-,0.00
0,06030.HK,中信証券,2011/10/06,14.66,14.91,14.418,15.172,15.305,51.256,51.876,51.156,0.134,0.15,1.58千萬
0,06033.HK,電訊數碼控,2014/05/30,0.0,1.96,2.072,2.309,2.633,49.855,47.054,45.151,-0.038,-0.018,1.60萬
0,06036.HK,光麗科技,2018/03/16,0.191,0.192,0.171,0.157,0.179,52.667,54.139,55.351,0.001,0.004,95.00萬
0,06038.HK,信越控股,2017/06/13,0.135,0.134,0.134,0.157,0.216,51.719,50.738,49.138,0.002,0.001,17.00萬
0,06049.HK,保利物業,-,-,-,-,-,-,-,-,-,-,-,1.98百萬
0,06055.HK,中煙香港,2019/06/12,16.18,16.44,15.454,15.96,18.17,55.093,55.171,54.214,0.218,0.266,3.41百萬
0,06058.HK,興證國際,2016/10/20,300.0,0.285,0.277,0.296,0.471,59.13,56.908,54.578,0.008,0.005,0.00
0,06060.HK,眾安在線,2017/09/28,28.7,28.9,27.575,28.272,25.009,52.018,52.346,52.152,0.065,0.216,2.70百萬
0,06063.HK,智中國際,-,-,-,-,-,-,-,-,-,-,-,6.90百萬
0,06066.HK,中信建投証,2016/12/09,8.01,8.116,7.23,6.934,6.27,58.075,58.724,58.49,0.183,0.251,8.13百萬
0,06068.HK,睿見教育,2017/01/26,3.6,3.026,2.865,2.878,3.252,80.441,74.629,69.155,0.087,0.069,1.70千萬
0,06069.HK,盛業資本,2017/07/06,6.39,6.702,6.496,6.642,7.081,38.36,42.741,45.488,-0.034,0.014,1.53百萬
0,06080.HK,榮智控股,2017/10/20,0.232,0.243,0.279,0.311,0.449,34.427,36.099,38.09,-0.012,-0.015,1.66百萬
0,06083.HK,環宇物流（,2015/12/29,0.5,0.466,0.494,0.507,0.544,59.644,55.924,53.143,-0.004,-0.008,46.40萬
0,06088.HK,FIT H,2017/07/13,2.76,2.597,2.016,2.118,2.704,78.807,75.068,70.709,0.157,0.192,2.05千萬
0,06090.HK,勝捷企業,2017/12/12,70.0,2.016,2.372,2.366,2.492,46.375,41.869,40.147,-0.036,-0.083,0.00
0,06093.HK,和泓服務,-,-,-,-,-,-,-,-,-,-,-,10.80萬
0,06098.HK,碧桂園服務,2018/06/19,35.85,36.085,35.249,32.395,26.826,48.674,49.84,51.57,-0.245,0.014,5.00百萬
0,06099.HK,招商證券,2016/10/07,910.0,7.989,8.171,8.702,8.962,45.177,44.932,44.381,-0.013,-0.052,4.35百萬
0,06100.HK,有才天下獵,2018/06/29,19.52,19.038,17.223,17.265,18.136,77.345,75.302,71.585,0.475,0.592,27.02萬
0,06108.HK,新銳醫藥,2013/10/25,425.0,0.438,0.56,0.618,0.491,27.63,26.957,28.487,-0.027,-0.038,0.00
0,06110.HK,滔搏,-,-,-,-,-,-,-,-,-,-,-,1.16千萬
0,06111.HK,大發地產,2018/10/11,4.09,4.117,4.232,4.567,5.154,39.435,41.16,42.282,-0.037,-0.046,7.40萬
0,06113.HK,UTS M,2017/07/12,0.83,0.808,0.917,1.054,1.152,49.701,48.085,46.805,-0.015,-0.027,2.40萬
0,06116.HK,拉夏貝爾,2014/10/09,750.0,0.755,0.741,0.889,1.784,52.91,51.664,49.285,0.008,0.005,72.10萬
0,06117.HK,日照港裕廊,-,-,-,-,-,-,-,-,-,-,-,33.80萬
0,06118.HK,奧星生命科,2014/11/07,4.59,4.484,4.485,4.723,4.919,53.493,52.266,51.209,0.034,0.019,8.50萬
0,06119.HK,天源集團,2018/06/01,0.335,0.366,0.415,0.437,0.522,30.722,33.428,36.21,-0.017,-0.018,2.40萬
0,06122.HK,九台農商銀,2017/01/12,680.0,2.707,2.712,2.821,3.011,36.056,38.964,40.42,-0.009,-0.01,9.10萬
0,06123.HK,圓通速遞國,2014/07/11,1.41,1.38,1.474,1.611,1.897,52.933,50.135,48.038,-0.009,-0.024,10.60萬
0,06128.HK,泛亞國際,2014/06/25,0.0,4.056,4.114,4.144,4.047,32.8,37.514,41.243,-0.026,-0.022,3.78百萬
0,06133.HK,維太創科,2015/06/26,0.4,0.4,0.377,0.374,0.448,53.059,53.06,52.673,0.014,0.011,7.50萬
0,06136.HK,康達環保,2014/07/04,790.0,0.786,0.791,0.795,0.833,49.487,49.232,49.422,-0.004,-0.004,1.01百萬
0,06138.HK,哈爾濱銀行,2014/03/31,1.15,1.137,1.21,1.306,1.444,47.352,44.983,43.654,-0.009,-0.021,3.40萬
0,06139.HK,金茂酒店－,2014/07/02,4.64,3.212,2.644,3.201,3.87,89.394,86.906,82.385,0.474,0.368,2.95百萬
0,06158.HK,正榮地產,2018/01/16,4.84,5.008,4.887,4.911,5.034,38.175,42.917,45.947,-0.018,0.011,5.53百萬
0,06160.HK,百濟神州,2018/08/08,105.1,101.51,94.577,93.268,91.229,60.109,59.158,57.994,1.046,1.822,27.63萬
0,06161.HK,泰加保險,2015/01/15,0.51,0.513,0.536,0.593,0.566,45.715,45.563,45.531,-0.005,-0.007,3.40萬
0,06162.HK,天瑞汽車內,-,-,-,-,-,-,-,-,-,-,-,10.40萬
0,06163.HK,彭順國際,2016/11/11,950.0,0.929,1.215,1.338,1.983,45.0,42.148,41.038,-0.031,-0.069,0.00
0,06166.HK,中國宏泰發,2014/08/25,3.06,3.058,2.833,2.793,2.922,58.645,59.339,58.78,0.045,0.069,40.80萬
0,06168.HK,中國優通,2012/06/12,0.221,0.239,0.288,0.29,0.357,21.423,28.035,33.946,-0.016,-0.018,8.71百萬
0,06169.HK,宇華教育,2017/02/28,6.8,7.02,6.984,6.371,5.172,39.364,42.796,46.397,-0.126,-0.061,1.40千萬
0,06178.HK,光大證券,2016/08/18,4.74,4.818,4.852,5.207,5.678,44.064,44.796,44.926,-0.03,-0.029,49.80萬
0,06182.HK,乙德投資控,2018/01/17,240.0,0.239,0.223,0.338,0.422,60.689,57.292,51.921,0.013,0.008,0.00
0,06183.HK,中國綠寶,2015/06/18,0.1,0.097,0.134,0.179,0.347,40.843,34.568,31.024,-0.006,-0.011,1.23千萬
0,06185.HK,康希諾生物,2019/03/28,199.6,184.42,169.142,127.05,75.173,59.1,57.679,57.521,1.289,3.718,1.62百萬
0,06186.HK,中國飛鶴,-,-,-,-,-,-,-,-,-,-,-,5.92千萬
0,06188.HK,迪信通,2014/07/08,1.43,1.527,1.878,2.251,2.53,36.946,38.414,39.561,-0.097,-0.119,1.45萬
0,06189.HK,愛得威建設,2016/11/25,1.4,1.424,1.347,1.638,8.385,52.107,51.717,48.117,0.022,0.019,31.55萬
0,06190.HK,九江銀行,2018/07/10,0.98,10.938,10.953,10.912,10.765,55.484,53.867,52.997,-0.002,-0.001,200.00
0,06193.HK,泰林科建,-,-,-,-,-,-,-,-,-,-,-,1.18百萬
0,06196.HK,鄭州銀行,2015/12/23,1.83,1.847,1.868,2.012,2.25,43.479,43.681,42.894,-0.007,-0.01,1.04百萬
0,06198.HK,青島港,2014/06/06,4.19,4.351,4.293,4.638,4.901,35.776,39.987,42.61,-0.025,-0.015,41.30萬
0,06199.HK,貴州銀行,-,-,-,-,-,-,-,-,-,-,-,10.40萬
0,06288.HK,FAST ,2014/03/05,45.0,45.2,38.13,38.386,43.55,58.272,60.358,60.874,1.251,1.966,5.60千
0,06805.HK,金茂源環保,-,-,-,-,-,-,-,-,-,-,-,15.40萬
